__label__Attack	we should not limit judicial activism because judges have better knowledge of the laws than juries do	We should limit judicial activism
__label__Support	everybody is entitled to an opinion and everybody has different ones. it isn't fair to punish someone based on something other than the law.	We should limit judicial activism
__label__Attack	check-balancing government use of power in a democracy is what makes democracy the better governing form. judicial activism will limit government overuse of its power	We should limit judicial activism
__label__Support	The EU is established on treaties, but treaties have no soul. Only a constitution has a soul, provided it is well designed: from, by, and for the people.	There should be a federal Constitution for a European Federation
__label__Support	People are willing to volunteer change in relation to involuntary inflicted changes, such as technology, economy, and climate. With this in mind, I hope a European Constitution will be long-lasting and help the people. We have to react to the circumstances and start fast.	There should be a federal Constitution for a European Federation
__label__Attack	zero telerance policied do not address underlying causes for the behaviour that is causing the issue	We should adopt a zero-tolerance policy in schools
__label__Support	children need to learn boundaries and consequences for their actions. they learn faster if there is immediate repercussions than if you let them do it over and over again.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero tolerance policy at school is a good idea because children need to be disciplined as it might cut crime in the future.	We should adopt a zero-tolerance policy in schools
__label__Support	bullies should not be given second chances. being victim to school bullying is a major risk factor for developing mental health problems like depression, anxiety, and even suicidal thoughts.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero tolerance policy will scare the children into behaving and following the rules.	We should adopt a zero-tolerance policy in schools
__label__Attack	the zero-tolerance policy is not a good thing at all , kids getting punished for their actions and humiliated in front of a audience is really not the great thing to do.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies keep schools safer by immediately removing the problem	We should adopt a zero-tolerance policy in schools
__label__Attack	students should be able to state their opinions and by so learn to mature. by punishing at first sign of disobedience we are just have conformity not learning.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies are helpful as they stop children misbehaving	We should adopt a zero-tolerance policy in schools
__label__Attack	it is unfair on those being bullied to punish them the same as you punish the bully	We should adopt a zero-tolerance policy in schools
__label__Attack	zero tolerance leaves no room for individual cases where it may do more harm than good	We should adopt a zero-tolerance policy in schools
__label__Attack	as americans we are granted the right of due process. sometimes there are extenuating circumstances that must be taken into account.	We should adopt a zero-tolerance policy in schools
__label__Support	all schools should adopt a zero-tolerance policy as kids need to know they can not act inappropriately at any given moment when in school.	We should adopt a zero-tolerance policy in schools
__label__Support	zero tolerance sets a clear and specific guideline for all to adhere to	We should adopt a zero-tolerance policy in schools
__label__Attack	schools already have systems and hierarchies, there is no need to employ further policies.	We should adopt a zero-tolerance policy in schools
__label__Support	Some violent and extreme behaviours in schools deserve a fierce and sharp reaction.	We should adopt a zero-tolerance policy in schools
__label__Attack	we shouldn't adopt a zero-tolerance policy in schools because a misunderstanding can cause innocent students to be suspended or expelled	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance must be mandatory in school and is only way to stop negative stuff which happens so often in schools.	We should adopt a zero-tolerance policy in schools
__label__Attack	however these policies can impede the advancement of children from troubled backgrounds or with additional needs. they need a safe place to learn in a positive behaviours in a supportive environment.	We should adopt a zero-tolerance policy in schools
__label__Support	it makes a school a safe place for children to learn	We should adopt a zero-tolerance policy in schools
__label__Support	Zero-tolerance policies may seem unfair to the individual but bad and risky behavior at schools spreads faster than wildfire. Sometimes we must make an example of an individual for the greater good.	We should adopt a zero-tolerance policy in schools
__label__Support	i agree that a zero-tolerance policy in schools is a good idea since it would mean that our children are safer when they go to school.	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.	We should adopt a zero-tolerance policy in schools
__label__Attack	We should not adopt zero tolerance policies because they have not improved school discipline in other districts, only introduced more punishments for students.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero-tolerance policy in schools shows children that the schools are not playing around when it comes to punishment	We should adopt a zero-tolerance policy in schools
__label__Support	we need to keep other kids safe in schools by enforcing a zero-tolerance policy in schools. we can't have drugs or weapons in our schools and give those kids a pass.	We should adopt a zero-tolerance policy in schools
__label__Attack	teaching children to think for themselves and learn based on their own actions is important to their growth. stunting them with zero-tolerance does no one any favors.	We should adopt a zero-tolerance policy in schools
__label__Attack	the brain of a child isn't fully developed and it isn't fair to have such harsh penalties on them	We should adopt a zero-tolerance policy in schools
__label__Support	i think it is a very appropriate method given the physical and psychological violence that exists in schools today.	We should adopt a zero-tolerance policy in schools
__label__Attack	children will make mistakes, because they are not mature. we have to allow some discretion in the hands of the administrators	We should adopt a zero-tolerance policy in schools
__label__Attack	students are not yet adults, and circumstances are unique for each child.	We should adopt a zero-tolerance policy in schools
__label__Attack	people make mistakes and should be given a second chance. a zero-tolerance policy in school would not teach the student a lesson, it would just rid the school of the problem.	We should adopt a zero-tolerance policy in schools
__label__Attack	each case needs to be reviewed independently and punishments then established.	We should adopt a zero-tolerance policy in schools
__label__Support	by adopting a zero-tolerance policy in schools we can cut bullying out since those who do it will be removed from the school.	We should adopt a zero-tolerance policy in schools
__label__Attack	we don't need a zero-tolerance policy that punishes students harshly for small things	We should adopt a zero-tolerance policy in schools
__label__Attack	A zero tolerance policy in schools is a very old fashioned theory, and it has failed over and over again.	We should adopt a zero-tolerance policy in schools
__label__Attack	the school is designed to educate not to accept student abuse	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero tolerance policy is unfair for minimal infractions.	We should adopt a zero-tolerance policy in schools
__label__Attack	we shouldn't adopt a zero tolerance policy in schools because it could cause kids to be wrongfully punished due to misunderstandings for example protecting themselves against a bully	We should adopt a zero-tolerance policy in schools
__label__Support	a zero-tolerance policy in schools provides a structured and safe environment for children to learn.	We should adopt a zero-tolerance policy in schools
__label__Attack	zero-tolerance results in an overly disciplinarian approach, and is unable to distinguish between all the subtle gradations of rule-breaking.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies are the only effective system to keep schools safe from the threats of drugs and school shootings	We should adopt a zero-tolerance policy in schools
__label__Support	we should adopt a zero tolerance because it will keep the children in check.	We should adopt a zero-tolerance policy in schools
__label__Support	We should adopt a zero-tolerance policy in schools as children of school age are in a formative state and will learn good lessons for life including what is and isn't allowed in a good society.	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero-tolerance policy gives no leeway for administrators in cases where the crime may not be so serious.	We should adopt a zero-tolerance policy in schools
__label__Attack	there are always exceptions to everything so zero-tolerance policies are not good because it doesn't allow for any exceptions.	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero-tolerence is too harsh, children get reprimanded for even the most innocent act.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero-tolerance policy within schools will help support a healthy environment where students do not feel threatened due to the differences (or perceived differences).	We should adopt a zero-tolerance policy in schools
__label__Support	adopting a zero tolerance rule in schools is good for safety.	We should adopt a zero-tolerance policy in schools
__label__Support	this would show that schools are serious about stamping out bullying and bad behavior. too many people get away with bad things because schools are scared to punish them.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies provide a safe space	We should adopt a zero-tolerance policy in schools
__label__Attack	in many cases punishment does not match crime	We should adopt a zero-tolerance policy in schools
__label__Support	Zero-tolerance policy works- Think of schools three decades ago, when the policy was prevalent. As a result children were obedient and disciplined, as opposed to students' behaviour today, using moderd soft approaches in schools.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies ensures pupils know exactly where they are in terms of rules and regulations leaving no room for ambiguity, thus ensuring better behaviour.	We should adopt a zero-tolerance policy in schools
__label__Attack	We should not adopt a zero-tolerance policy in schools- children need more tolerance in their lives in order to flourish, and creating a zero-tolerance policy will cause harm and suffering.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero tolerance policy will lead to safer schools by removing troublemakers immediately	We should adopt a zero-tolerance policy in schools
__label__Attack	we need to remember we are talking about children not criminals, this policy is far too harsh and unnecessary. let children be children.	We should adopt a zero-tolerance policy in schools
__label__Support	adopting a zero tolerance in schools will help reduce the amount of bullying that happens.	We should adopt a zero-tolerance policy in schools
__label__Support	the security of child and teachers is esential for all	We should adopt a zero-tolerance policy in schools
__label__Attack	Zero-tolerance policies leave no room for explaining mitigating circumstances, which is both unfair to the individual being punished and also sends a negative message to the school community as a whole.	We should adopt a zero-tolerance policy in schools
__label__Support	this is the only way to maintain order	We should adopt a zero-tolerance policy in schools
__label__Support	it is a good measure, since our youth currently lack responsibility and discipline, and with this we favor more that ability	We should adopt a zero-tolerance policy in schools
__label__Support	we should adopt a zero-tolerance policy to protect all of our children.	We should adopt a zero-tolerance policy in schools
__label__Support	zero tolerance in schools to avoid further shootings and also to avoid cases of bullying	We should adopt a zero-tolerance policy in schools
__label__Support	this would ensure everyone got punished if they broke a rule	We should adopt a zero-tolerance policy in schools
__label__Support	zero tolerance policies remove troublemakers from schools before they become an even larger problem, which improves the learning environment for other students.	We should adopt a zero-tolerance policy in schools
__label__Support	we should adopt a zero-tolerance policy in schools then all the children will more likely behave	We should adopt a zero-tolerance policy in schools
__label__Support	an effective measure to avoid bullying is to adopt zero tolerance and more severe punishments	We should adopt a zero-tolerance policy in schools
__label__Attack	zero-tolerance policies have been shown to be disproportionately applied to minority students.	We should adopt a zero-tolerance policy in schools
__label__Attack	there should be some leeway for pupils otherwise they will have no grounding for future life if all they know is what they can't do and cannot question it.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policies in schools allow for a safer, bully-free environment.	We should adopt a zero-tolerance policy in schools
__label__Support	We should adopt a zero-tolerance policy in schools since the current system clearly isn't working and needs a drastic, non tolerant change.	We should adopt a zero-tolerance policy in schools
__label__Attack	children are still growing and forming their own personalities - a zero-tolerance policy allows no room for mistakes, at a time when children are testing boundaries and they need some flexibility to develop	We should adopt a zero-tolerance policy in schools
__label__Support	we should adopt a zero tolerance policy in schools because it will scare kids into behaving	We should adopt a zero-tolerance policy in schools
__label__Support	zero tolerance will improve educational standards and behaviour leading to better learning outcomes.	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero-tolerance policy in schools is the wrong way to go as it would too often cause innocent students being punished for being pushed too far.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero tolerance policy in schools would cut down on bullying and fighting.	We should adopt a zero-tolerance policy in schools
__label__Support	Zero tolerance parties have the appearance of fairness, which increases buy-in to the disciplinary system from otherwise skeptical parents and community leaders.	We should adopt a zero-tolerance policy in schools
__label__Support	adopting zero-tolerance in school will solve the big issues which schools all around country face it today.	We should adopt a zero-tolerance policy in schools
__label__Support	a zero-tolerance policy in school would improve behaviour and thus improve results.	We should adopt a zero-tolerance policy in schools
__label__Support	being permissive of disruptive behavior is unfair to well-behaved students.	We should adopt a zero-tolerance policy in schools
__label__Attack	students who are suspended will loose out on classes and might fail exams or even drop out of school as a result.	We should adopt a zero-tolerance policy in schools
__label__Support	we should adopt a zero-tolerance policy because it will keep kids disciplined and the schools will be safer	We should adopt a zero-tolerance policy in schools
__label__Support	we need to have the safest possible learning environment, as this enables students to perform at their best.	We should adopt a zero-tolerance policy in schools
__label__Support	teachers and children should feel safe in schools and a zero-tolerance policy will be beneficial for all.	We should adopt a zero-tolerance policy in schools
__label__Support	there is an increase in anti-social behaviour and lack of respect among schoolchildren these days so a zero-tolerance policy will quickly teach them to respect the rule and people in general	We should adopt a zero-tolerance policy in schools
__label__Attack	kids needs their freedom and to learn from mistakes	We should adopt a zero-tolerance policy in schools
__label__Attack	kids in schools are not always mature enough to understand the consequences of their actions. a zero-tolerance policy would just be punishing students that need the most guidance.	We should adopt a zero-tolerance policy in schools
__label__Attack	a zero-tolerance policy in schools shouldn't be adopted because the smallest little unimportant things could lead to a student being suspended.	We should adopt a zero-tolerance policy in schools
__label__Attack	zero tolerance can punish children unreasonably due to the lack of flexibility where a child could for instance be suspended just for bringing a rubber band into school which could be classed as a weapon.	We should adopt a zero-tolerance policy in schools
__label__Support	dangerous items should not be allowed in schools because it is endangers the students and faculty and a strict punishment would help prevent these items from being brought.	We should adopt a zero-tolerance policy in schools
__label__Support	Zero tolerance policies send a strong signal to students, parents, and the community that violence and bullying will not be tolerated.	We should adopt a zero-tolerance policy in schools
__label__Attack	zero-tolerance policy is too harsh not letting a way for even a minor fault. students are terrorized and are no more comfortable for studying	We should adopt a zero-tolerance policy in schools
__label__Attack	we should not adopt a zero-tolerance policy because it is too restricting and suppressing.	We should adopt a zero-tolerance policy in schools
__label__Attack	it has been shown that children are at a higher risk of dropping out of school if there is a zero-tolerance policy in place	We should adopt a zero-tolerance policy in schools
__label__Support	zero tolerance policies lead to better outcomes in schools	We should adopt a zero-tolerance policy in schools
__label__Attack	being too harsh creates a negative environment which is bad for children so there should be some flexibility to avoid a zero-tolerance policy in schools.	We should adopt a zero-tolerance policy in schools
__label__Attack	if a zero tolerance policy in schools is adopted, this will impinge on the rights of the pupils to challenge decisions they may deem unfair or unfit.	We should adopt a zero-tolerance policy in schools
__label__Attack	zero tolerance policies don't allow for adminstrators to use their judgement to administer punishment	We should adopt a zero-tolerance policy in schools
__label__Support	Zero tolerance policies provide a consistent framework for discipline, to ensure that issues are treated with the gravity they deserve.	We should adopt a zero-tolerance policy in schools
__label__Support	zero-tolerance policy should be adopted to teach children disciplined and to help prepare them for a life where rules apply.	We should adopt a zero-tolerance policy in schools
__label__Attack	students from schools with active zero tolerance policy have occasionally blurted about how the policy infringes on their rights and how teachers use the policy as an excuse to deal with them.	We should adopt a zero-tolerance policy in schools
__label__Attack	we should not adopt a zero-tolerance policy in schools because some of the teachers would misuse the policy	We should adopt a zero-tolerance policy in schools
__label__Support	adopting a zero-tolerance policy helps to combat violence and drug abuse in schools	We should adopt a zero-tolerance policy in schools
__label__Support	The situation of young people is difficult. Temporary jobs, precarious contracts, civic contracts replacing regular employment, forced self-employment, lack of basic social protection, and even age-discriminatory practices (also on the basis of age) are still the norm for millions of young people who are trying to make their way in the labor market. They need urgent help!	All workers and unemployed should have access to social protection, including young people
__label__Support	I agree. Young people should have a voice in policymaking. Regulation needs to reduce forms of precarious work. It is time to expand collective bargaining coverage to all forms of work. It is essential to introduce a right to decent housing and policies capping rents and limiting property market speculation. we urgently need investment to achieve this. Youth is the future, we have to take care of it.	All workers and unemployed should have access to social protection, including young people
__label__Support	A lot of programs nowadays sound really good on paper, but there always is someone bending the rules. There needs to be outside monitoring in every youth program of that sort	All workers and unemployed should have access to social protection, including young people
__label__Support	We see this problem in many countries and the situation is getting worse - the pandemic, also, took its toll. Stable quality jobs and adequate social protection are necessary if we don't want to see a great strain on social systems in the long term.	All workers and unemployed should have access to social protection, including young people
__label__Support	To prevent precarious conditions, we must put in place quality standards, they must be binding for all jobs created under EU and National recovery plans. Better monitoring and trade union involvement are needed to assess and report youth unemployment and NEET rates. At the moment these numbers hide forced mobility, involuntary part-time employment, and work in a grey and informal economy. Urgent measures are needed to fight youth unemployment and precarious working conditions in sectors where young people are overrepresented (tourism; gig economy...).	All workers and unemployed should have access to social protection, including young people
__label__Support	I agree. Stable, quality jobs and adequate social protection for everyone are necessary. Trade unions have many proposals to achieve more equal and inclusive labor markets. This goes hand in hand with policies to promote more equal, sustainable, and inclusive societies.	All workers and unemployed should have access to social protection, including young people
__label__Support	We cannot afford a lost generation, so we need to invest in quality jobs and young people for our future!	All workers and unemployed should have access to social protection, including young people
__label__Support	The problem of youth employment has been there for a long time but was underlined again during the pandemic. Many young people are forced to move to a different country in order to find work.	All workers and unemployed should have access to social protection, including young people
__label__Support	Young people are too often working under precarious conditions. Think of short-term, zero-hour contracts and unpaid internships. Many of them can only get a job if they are registered as self-employed, carrying all the responsibilities themselves and still being underpaid. Everyone should be able to get a decent job and access social protection. Trade unions play a crucial role in addressing these issues and defending this vulnerable group, which is why it is important that young workers join a trade union.	All workers and unemployed should have access to social protection, including young people
__label__Support	All workers and unemployed should have access to social protection, including young people. It is embedded in the core principle of the European Pillar of Social Rights, but those high and lofty principles must become a reality for all workers, old and young!	All workers and unemployed should have access to social protection, including young people
__label__Support	Absolutely right! If the eurocrats cared about what the people want, they'd ask them.	The European Union should hold a referendum to decide on immigration
__label__Attack	I do not agree with stripping people of their right to asylum and a right to live in the EU because they came illegally. I would instead suggest making it easier to migrate legally. That way there would be no need to migrate illegally and risk your life while doing so.	We do not want illegal migration.
__label__Attack	I do not agree with stripping people of their right to asylum and a right to live in the EU because they came illegally. I would instead suggest making it easier to migrate legally. That way there would be no need to migrate illegally and risk your life while doing so.	We do not want illegal migration.
__label__Support	Through censorship, money power will rule society. It's a fact that rich people influence politics.	Censorship of movies is an outdated concept
__label__Support	Filmmakers spend lot of money and time to make movies. If parts of the movie is cut in the name of censorship, they will be discouraged to make more movies.	Censorship of movies is an outdated concept
__label__Support	Censorship causes imposition of majoritarian ideals on others.	Censorship of movies is an outdated concept
__label__Support	Entering the EU without a permit automatically excludes a person from any right to receive asylum.	There should be no illegal migration
__label__Support	We must stop all loopholes - for example automatically rejecting asylum claims of anyone who enters Europe illegally.	There should be no illegal migration
__label__Support	This is just evidence. Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates the world is suffering nowadays, so immigration has to be closely monitored and all illegal immigration has to be blocked.	There should be no illegal migration
__label__Support	Entering the EU without a permit automatically excludes a person from any right to receive asylum.	There should be no illegal migration
__label__Support	We must stop all loopholes - for example automatically rejecting asylum claims of anyone who enters Europe illegally.	There should be no illegal migration
__label__Support	This is just evidence. Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates the world is suffering nowadays, so immigration has to be closely monitored and all illegal immigration has to be blocked.	There should be no illegal migration
__label__Support	An EU army independent from NATO and its US commanders is critical to strategic autonomy and avoiding being dragged into destructive US wars in the Middle East like in the past.	Europe should establish a common Army across Europe
__label__Support	Esperanto is politically neutral: it is not used by any European nation. Although there is some culture connected to the language, there is no political or economic power imposing it. Also, where English is connected to the US, Canada, Australia, and other countries, Esperanto would be a truly European language.	Esperanto should replace English as the first foreign language in schools and universities
__label__Support	To build a common European understanding and to create a European identity, we need our own common language.	Esperanto should replace English as the first foreign language in schools and universities
__label__Support	Esperanto is linguistically neutral: The language was created with the principle of internationality in a European context. It’s democratic: There are no native speakers of Esperanto, or better yet not any monolingual speakers of Esperanto. Everyone has to learn it as a second language. As a result of this nobody will have an advantage over others and nobody can feel like a 'stranger' since nobody can feel like a 'native'. Everyone is respected regardless of their origin and not discouraged from learning the language.	Esperanto should replace English as the first foreign language in schools and universities
__label__Support	Norway and Iceland can provide their external point of view toward EU policy at the conference. But why only Norway and Iceland? Why not Switzerland? Why not the recognized candidates? And maybe even UK! I'm sure there are many lessons to learn from their experience in the EU and from the Brexit	Norway and Iceland should be invited to the European Conference
__label__Attack	Almost 3 lakh people were employed in the firecracker industry in these places, and 5 lakh people in packaging, transporting, distributing, and selling these crackers. Thus, the ban would also mean huge unemployment in these states.	Firecrackers should be banned during Diwali, other festivals, and weddings
__label__Attack	Bursting crackers on Diwali has always been on the to-do list in every family. A Deepavali without firecrackers will definitely be a cut-down in entertainment and recreation for the kids, as well as the elders.	Firecrackers should be banned during Diwali, other festivals, and weddings
